name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,discount_price EUR,actual_price EUR,discount_price EUR_1,actual_price EUR_2
"Voltas 1.5 Ton 5 Star, Inverter Window AC (Copper, 2-in-1 Adjustable Mode, 2023 Model, 185V Vertis Elite, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61suRUG6A+L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Window-Copper/dp/B0BBFX3S2L/ref=sr_1_30?qid=1679134239&s=kitchen&sr=1-30,3.8,360,"₹36,700","₹49,990",36700,49990,4037,54989
"Godrej 1.5 Ton 3 Star 5-In-1 Convertible, Inverter Split AC (100% Copper,I-Sense, 2023 Model, AC 1.5T EI 18TINV3R32-GWA/AC...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41kGqW4aeML._AC_UL320_.jpg,https://www.amazon.in/Godrej-Convertible-1-5T-18TINV3R32-GWA-18TINV3R32-GWB/dp/B0BN37L5KM/ref=sr_1_33?qid=1679134239&s=kitchen&sr=1-33,3.9,341,"₹32,490","₹46,900",32490,46900,35739,5159
"Panasonic 1 Ton 3 Star Inverter Split Air Conditioner (Copper, PM 2.5 Air Purification, 2022 Model, CS/CU-RU12XKYA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61mcsP4PwML._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Conditioner-Purification-CS-CU-RU12XKYA/dp/B09R4DDVQV/ref=sr_1_71?qid=1679134240&s=kitchen&sr=1-71,4.2,317,"₹32,490","₹47,100",32490,47100,35739,5181
"Samsung 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus (Anti-Bacteria), 2023 ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51dPET0mdFL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Convertible-Anti-Bacteria-AR18CYLZABE/dp/B0BRQCYQHK/ref=sr_1_22?qid=1679134237&s=kitchen&sr=1-22,3.8,312,"₹35,499","₹60,990",35499,60990,390489,67089
"Candy 1.5 Ton 4 Star Dual DC Inverter Split AC (Copper, 2022 Model, C18S4IN-CG, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+prTKRbSL._AC_UL320_.jpg,https://www.amazon.in/Candy-Inverter-Split-Copper-C18S4IN-CG/dp/B09T4T4596/ref=sr_1_135?qid=1679134244&s=kitchen&sr=1-135,4,312,"₹31,490","₹46,000",31490,46000,34639,506
"LG 1.5 Ton 3 Star Inverter Split AC (Copper, LS-Q18JNXA, White, 4-in-1 Convertible Cooling, 2020 Model)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61oBNxWvthL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-LS-Q18JNXA-Convertible-Cooling/dp/B0845F1V5H/ref=sr_1_270?qid=1679134251&s=kitchen&sr=1-270,4.1,312,"₹38,990","₹55,990",38990,55990,42889,61589
"Godrej 1.5 Ton 3 Star Hot & Cold, Inverter Split AC (100% Copper, Anti-Freeze Thermostat, Twin-Rotary Compressor, 2023 Mod...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51cgbmiHDdL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Anti-Freeze-1-5T-SIH-18ITC3-WWR/dp/B0BP817FQT/ref=sr_1_224?qid=1679134249&s=kitchen&sr=1-224,3.9,297,"₹41,990","₹65,900",41990,65900,46189,7249
"Blue Star 1 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydrop...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/715XgfIJDuL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFB312LN/dp/B0BDMT2MXS/ref=sr_1_45?qid=1679134239&s=kitchen&sr=1-45,4,292,"₹26,490","₹33,000",26490,33000,29139,363
Carrier 1.5 Ton 3 Star Inverter Split AC (Copper CAI18EK3R30F0 ESKO NEO-i INVERTER R32 White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51zMt2XRIgL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-CAI18EK3R30F0-ESKO-NEO-i/dp/B084XM2CMC/ref=sr_1_315?qid=1679134253&s=kitchen&sr=1-315,4.1,290,"₹32,999","₹51,990",32999,51990,362989,57189
"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q24HNXE/dp/B09NS4BRK3/ref=sr_1_195?qid=1679134247&s=kitchen&sr=1-195,4.2,288,"₹57,900","₹85,990",57900,85990,6369,94589
"LG 1 Ton 5 Star AI+ DUAL Inverter Wi-Fi Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Prot...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61eO9hzoLzL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q14GWZE/dp/B0BQM9HRYK/ref=sr_1_86?qid=1679134241&s=kitchen&sr=1-86,4.3,274,"₹42,490","₹78,990",42490,78990,46739,86889
"Godrej 1 Ton 3 Star Inverter Split Ac Model 2023 (100% Copper,5-In-1 Convertible, Ac 1T Ei 12Tinv3R32-Gwa Split, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41kGqW4aeML._AC_UL320_.jpg,https://www.amazon.in/Godrej-Convertible-Split-AC-12TINV3R32-GWA/dp/B0BN37ZCF7/ref=sr_1_25?qid=1679134237&s=kitchen&sr=1-25,3.9,268,"₹29,490","₹42,900",29490,42900,32439,4719
"Godrej 1.5 Ton 3 Star Inverter Split AC (Copper, 2022 model, 5-in-1 convertible, Nano-Coated anti-viral filter AC 1.5T GIC...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51pp0iI8MHL._AC_UL320_.jpg,https://www.amazon.in/Godrej-convertible-Nano-Coated-anti-viral-18TTC3-GVA/dp/B09TFKW51W/ref=sr_1_111?qid=1679134243&s=kitchen&sr=1-111,3.8,260,"₹35,750","₹42,900",35750,42900,39325,4719
"Voltas 1.5 Ton 3 Star Non-Inverter Split AC (183DZZ, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61p0mCcuMjL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Copper-183DZZ-White/dp/B07N8FJJHD/ref=sr_1_290?qid=1679134252&s=kitchen&sr=1-290,4,260,"₹37,990","₹51,990",37990,51990,41789,57189
"Blue Star 1 Ton 5 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, Dus...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51FETwYY9SL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Convertible-Stabalizer-IA512YNU/dp/B0BQWFW9RY/ref=sr_1_192?qid=1679134247&s=kitchen&sr=1-192,4.1,259,"₹37,690","₹62,000",37690,62000,41459,682
"LG 1.5 Ton 4 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19ENYE1/dp/B0BQM6SPBH/ref=sr_1_29?qid=1679134237&s=kitchen&sr=1-29,4,258,"₹42,490","₹71,990",42490,71990,46739,79189
"Whirlpool 2.0 Ton 3 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model, S3I3...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51pCXb6xOQL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Flexicool-Inverter-Convertible-Cooling/dp/B0BS6ZT18T/ref=sr_1_107?qid=1679134243&s=kitchen&sr=1-107,3.9,258,"₹43,890","₹78,200",43890,78200,48279,8602
"LG 1.5 Ton 4 Star Inverter Split AC (Copper, LS-Q18YNYA, Convertible 4-in-1 Cooling, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61oBNxWvthL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-LS-Q18YNYA-Convertible-Cooling/dp/B082TG6BGN/ref=sr_1_245?qid=1679134251&s=kitchen&sr=1-245,4.2,255,"₹40,800","₹55,990",40800,55990,4488,61589
"Lloyd 1.5 Ton 2 Star Fixed Speed Split AC (Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, White, GLS18C2XWASS)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41pKfo8B+xL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Copper-Anti-Viral-Filter-GLS18C2XWASS/dp/B0BRKY7D8X/ref=sr_1_98?qid=1679134241&s=kitchen&sr=1-98,4.1,234,"₹33,900","₹59,990",33900,59990,3729,65989
"LG 1.5 Ton 3 Star Hot and Cold Inverter Split AC-Ez Clean Filter (Copper, LS-H18VNXD, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41Olm-0esmL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-LS-H18VNXD/dp/B07VQLLTR5/ref=sr_1_191?qid=1679134247&s=kitchen&sr=1-191,4.3,234,"₹44,390","₹55,990",44390,55990,48829,61589
"Samsung 1 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus (An...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71iTRaVQJiL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-Bacteria-AR12CYLAMWK/dp/B0BRQCPCV3/ref=sr_1_102?qid=1679134241&s=kitchen&sr=1-102,4.2,229,"₹34,699","₹52,990",34699,52990,381689,58289
"Haier 1 Ton 3 Star Antibacterial Coating, Dust Filter, Dehumidifier Split System AC (Copper, 2020, HSU12T-TFW3B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51pOTUxBzFL._AC_UL320_.jpg,https://www.amazon.in/Haier-Split-Copper-HSU12T-TFW3B-White/dp/B085P7F3X3/ref=sr_1_253?qid=1679134251&s=kitchen&sr=1-253,4.1,224,"₹29,500","₹49,500",29500,49500,3245,5445
"Carrier 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, CAI18ES3R30F0, 2021 Model, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61U-2N2zoWL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-Copper-Filter-CAI18ES3R30F0/dp/B08T8JXTHL/ref=sr_1_262?qid=1679134251&s=kitchen&sr=1-262,4.2,218,"₹39,890","₹53,990",39890,53990,43879,59389
"Whirlpool 1.5 Ton 3 Star Split AC (Copper, 1.5T MAGICOOL ELITE PRO 3S COPR, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61FIWqQfW+L._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-5T-MAGICOOL-ELITE-COPR/dp/B07QJ68196/ref=sr_1_289?qid=1679134252&s=kitchen&sr=1-289,3.9,213,"₹34,490","₹44,400",34490,44400,37939,4884
"Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71orowaO-xL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-bacterial-AR18CYNAMWK/dp/B0BRQCKLKR/ref=sr_1_67?qid=1679134240&s=kitchen&sr=1-67,4.1,212,"₹46,499","₹73,990",46499,73990,511489,81389
"Voltas 1 Ton, 4 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 125V DAZP, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51GPGlPhRCL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Invertor-Split-Ton-star/dp/B0B4BPMQGK/ref=sr_1_172?qid=1679134247&s=kitchen&sr=1-172,3.9,209,"₹39,499","₹63,990",39499,63990,434489,70389
"Hitachi 1.5 Ton 3 Star Inverter Split AC (Copper, Dust Filter, 2022 Model, RSQG318HFEOZ1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_UL320_.jpg,https://www.amazon.in/Hitachi-Inverter-Copper-Filter-RSQG318HFEOZ1/dp/B09WDSTF8T/ref=sr_1_176?qid=1679134247&s=kitchen&sr=1-176,3.8,207,"₹41,580","₹53,900",41580,53900,45738,5929
"Blue Star 1 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, Dus...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51FETwYY9SL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Convertible-Stabalizer-IA312YNU/dp/B0BQW6V8RZ/ref=sr_1_53?qid=1679134239&s=kitchen&sr=1-53,3.9,202,"₹32,690","₹51,500",32690,51500,35959,5665
"Carrier 1.5 Ton 3 Star Fixed Speed Window AC( Copper,High Density Filter for Dust Filtration, 2Way Air Directional Contro...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/717wB+IneGL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Window-Copper-Directional-Control/dp/B0BDG3RTG5/ref=sr_1_49?qid=1679134239&s=kitchen&sr=1-49,4.3,201,"₹30,990","₹45,090",30990,45090,34089,49599
"LG 1 Ton 3 Star DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, HD Filter with Anti-Virus Protection, 20...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q12YNXE1/dp/B09NS6KFP1/ref=sr_1_167?qid=1679134245&s=kitchen&sr=1-167,4.1,200,"₹37,890","₹75,990",37890,75990,41679,83589
"Hisense 1.0 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, AS-12TC5RAM0 White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51h87m-hf-L._AC_UL320_.jpg,https://www.amazon.in/Hisense-Inverter-Copper-Filter-AS-12TC5RAM0/dp/B09WVMSWVV/ref=sr_1_181?qid=1679134247&s=kitchen&sr=1-181,3.9,192,"₹32,000","₹45,990",32000,45990,352,50589
Voltas 1 Ton 5 Star Inverter Split AC (Copper SAC_125V_DZX White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/516pUFL1qyL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Copper-SAC_125V_DZX/dp/B07P155R8P/ref=sr_1_211?qid=1679134248&s=kitchen&sr=1-211,4.1,187,"₹37,999","₹55,990",37999,55990,417989,61589
"Panasonic 1.5 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, PM ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61PWjQFDtQL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-SU18YKYWT/dp/B0BRJ5QH8G/ref=sr_1_46?qid=1679134239&s=kitchen&sr=1-46,4.2,183,"₹37,990","₹55,400",37990,55400,41789,6094
"Blue Star 0.8 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61QqYXeyX6L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA309GN/dp/B0BDMN6XJ3/ref=sr_1_92?qid=1679134241&s=kitchen&sr=1-92,4.1,178,"₹24,990","₹30,000",24990,30000,27489,330
Voltas Split Inverter AC 1.5 Ton 3 Star (SAC 183V CZQ),appliances,Air Conditioners,https://m.media-amazon.com/images/I/41byRzlmZjL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Inverter-183V-CZQ/dp/B09G391BM1/ref=sr_1_202?qid=1679134248&s=kitchen&sr=1-202,3.7,175,"₹35,550","₹58,990",35550,58990,39105,64889
Voltas 1.5 Ton 5 Star Inverter Window AC (Copper 185V DZA White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71EGtaLjCkL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Window-185V-DZA/dp/B079TF12FZ/ref=sr_1_116?qid=1679134243&s=kitchen&sr=1-116,4.1,172,"₹36,990","₹49,990",36990,49990,40689,54989
"LG 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 4-in-1 Cooling, HD Filter, 2021 Model, LS-Q18PNXA1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51lyOjfKhML._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-Cooling-LS-Q18PNXA1/dp/B08V4YFFQ2/ref=sr_1_248?qid=1679134251&s=kitchen&sr=1-248,4.3,169,"₹38,890","₹55,490",38890,55490,42779,61039
"Panasonic 2 Ton 3 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, PM 0.1...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61H8BVx7dLL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-SU24YKYWA/dp/B0BRJ6KMGS/ref=sr_1_128?qid=1679134244&s=kitchen&sr=1-128,4.1,158,"₹51,990","₹69,400",51990,69400,57189,7634
Voltas 1 Ton 3 Star Inverter Split AC (Copper 123V CZT White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61WckdwQnbL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Copper-123V-CZT/dp/B079YD6PFC/ref=sr_1_227?qid=1679134249&s=kitchen&sr=1-227,4,156,"₹33,990","₹51,990",33990,51990,37389,57189
"Voltas 2 Ton 5 Star, Inverter Split AC(Copper,4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 245V Vectra Plus, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41M7ocgxanL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFWM5F9/ref=sr_1_78?qid=1679134240&s=kitchen&sr=1-78,4.1,145,"₹57,379","₹93,990",57379,93990,631169,103389
Godrej 1.5 Ton 3 Star Inverter Split AC (Copper GSC 18 AMINV 3 RWQM White),appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51NaMnmcFjS._AC_UL320_.jpg,https://www.amazon.in/Godrej-GSC-18-AMINV-RWQM/dp/B078GB9RNQ/ref=sr_1_364?qid=1679134257&s=kitchen&sr=1-364,4,145,"₹35,850","₹52,900",35850,52900,39435,5819
"Samsung 1.5 Ton 5 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Ant...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71bYME6CHEL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-Bacteria-AR18CYNANWK/dp/B0BRQB5YBM/ref=sr_1_74?qid=1679134240&s=kitchen&sr=1-74,4.1,142,"₹49,349","₹75,990",49349,75990,542839,83589
"LG 1.5 Ton 5 Star Dual Inverter Split AC (Copper, 2019 Mode, lKS-Q18HNZD , White)",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41wxMmCSXqL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-KS-Q18HNZD/dp/B07MYK25X4/ref=sr_1_246?qid=1679134251&s=kitchen&sr=1-246,4.2,142,"₹45,590","₹55,990",45590,55990,50149,61589
"Carrier 1 Ton 3 Star Fixed Speed Split AC (Copper,Auto Cleanser, Economic Sleep Mode, High Density Filter for Dust Filtrat...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61IET4dPHRL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Split-Copper-ESTER-filter/dp/B0B67S3JH9/ref=sr_1_99?qid=1679134241&s=kitchen&sr=1-99,3.9,134,"₹31,990","₹54,590",31990,54590,35189,60049
"Godrej 1 Ton 5 Star Inverter Split Ac (Copper, 2022 Model, R290 Refrigerant, Twin Rotary Compressor, Ac 1T Gic 12Tgc5 Wua,...",appliances,Air Conditioners,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51TMRTxckaL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-12TGC5-refrigerant-Compressor/dp/B09FLZV82H/ref=sr_1_171?qid=1679134245&s=kitchen&sr=1-171,3.9,121,"₹34,490","₹45,900",34490,45900,37939,5049
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
